enteric_50uM_OXL_1	enteric_water_1	enteric_50uM_OXL_2	enteric_water_2
APOA1-AS	2	0	0	0
APOA1BP	326	101	301	131
APOA2	0	0	0	1
APOA4	0	0	0	0
APOA5	0	0	0	0
APOB	0	2	1	16
APOBEC1	1	0	0	0
APOBEC2	1	10	0	11
APOBEC3A	2	0	0	0
APOBEC3A_B	0	0	0	5
APOBEC3B	0	0	0	5
APOBEC3B-AS1	0	0	0	0
APOBEC3C	182	1	195	3
APOBEC3D	24	4	0	1
APOBEC3F	233	0	61	21
APOBEC3G	0	0	0	0
APOBEC3H	0	0	0	0
APOBEC4	43	16	0	5
APOBR	0	0	0	0
APOC1	21	9	3	3
APOC1P1	0	0	0	2
APOC2	1	0	0	0
APOC3	0	0	0	0
APOC4	2	0	0	0
APOC4-APOC2	3	0	0	0
APOD	77	1	0	51
APOE	256	97	54	85
APOF	74	7	0	0
APOH	0	0	1	0
APOL1	22	4	69	1
APOL2	54	11	1	17
APOL3	1	2	0	9
APOL4	28	16	0	41
APOL5	4	10	0	0
APOL6	16	0	0	11
APOLD1	27	18	33	29
APOM	23	7	22	9
APOO	54	21	107	24
APOOL	103	63	17	51
APOOP5	0	0	0	0
APOPT1	448	179	259	117
APP	2691	1702	1422	1391
APPBP2	262	87	189	99
APPL1	563	338	291	243
APPL2	80	46	1	15
APRT	255	65	280	63
APTR	128	74	86	21
APTX	366	162	164	48
AQP1	85	24	32	30
AQP10	0	4	0	0
AQP11	2	4	0	4
AQP12A	0	0	0	0
AQP12B	0	0	0	0
AQP2	0	0	0	0
AQP3	7	0	9	0
AQP4	0	0	0	0
AQP4-AS1	3	0	0	0
AQP5	4	0	0	0
AQP6	0	0	0	0
AQP7	0	0	0	0
AQP7P1	0	0	0	0
AQP7P3	0	0	0	0
AQP8	1	2	0	0
AQP9	0	0	0	0
AQR	142	36	26	23
AR	14	19	0	37
ARAF	95	45	146	26
ARAP1	85	5	65	15
ARAP2	3	5	0	8
ARAP3	37	35	0	6
ARC	32	6	0	1
ARCN1	356	137	448	121
AREG	6	7	1	0
AREL1	119	52	99	55
ARF1	2760	1142	1858	512
ARF3	547	81	338	314
ARF4	614	144	1067	88
ARF5	4720	2937	1024	1457
ARF6	221	70	341	28
ARFGAP1	1372	929	600	205
ARFGAP2	348	89	98	104
ARFGAP3	275	221	278	107
ARFGEF1	235	63	180	98
ARFGEF2	144	79	88	62
ARFGEF3	269	257	1	108
ARFIP1	141	54	193	39
ARFIP2	141	72	73	12
ARFRP1	311	130	95	93
ARG1	1	5	0	2
ARG2	678	339	470	138
ARGFX	10	1	0	0
ARGFXP2	0	0	0	0
ARGLU1	2218	773	687	411
ARHGAP1	226	123	262	111
ARHGAP10	87	17	100	34
ARHGAP11A	39	20	2	19
ARHGAP11B	2	1	0	0
ARHGAP12	120	120	27	42
ARHGAP15	0	1	0	1
ARHGAP17	43	18	40	33
ARHGAP18	64	31	17	16
ARHGAP19	74	40	0	33
ARHGAP19-SLIT1	45	35	0	4
ARHGAP20	39	4	0	15
ARHGAP21	668	593	442	110
ARHGAP22	22	0	2	29
ARHGAP23	85	15	79	10
ARHGAP24	44	19	0	19
ARHGAP25	5	6	0	0
ARHGAP26	6	36	20	30
ARHGAP26-AS1	0	0	0	0
ARHGAP26-IT1	0	0	0	0
ARHGAP27	3	1	0	2
ARHGAP28	75	4	75	97
ARHGAP29	511	86	253	102
ARHGAP30	11	6	0	11
ARHGAP31	71	6	159	34
ARHGAP31-AS1	0	0	0	0
ARHGAP32	122	54	38	40
ARHGAP33	212	122	0	38
ARHGAP35	421	231	469	338
ARHGAP36	0	0	0	7
ARHGAP39	92	48	1	40
ARHGAP4	84	26	2	23
ARHGAP40	0	0	0	0
ARHGAP42	68	6	102	59
ARHGAP44	27	27	0	44
ARHGAP5	865	415	717	224
ARHGAP5-AS1	23	8	0	18
ARHGAP6	10	5	0	14
ARHGAP8	5	19	1	5
ARHGAP9	4	0	0	19
ARHGDIA	978	458	583	349
ARHGDIB	20	0	1	2
ARHGDIG	174	41	0	132
ARHGEF1	22	0	7	4
ARHGEF10	103	38	130	21
ARHGEF10L	126	38	75	15
ARHGEF11	310	199	159	192
ARHGEF12	655	238	264	206
ARHGEF15	0	1	0	0
ARHGEF16	18	5	0	0
ARHGEF17	232	65	140	117
ARHGEF18	135	78	133	36
ARHGEF19	89	23	125	32
ARHGEF2	62	19	57	23
ARHGEF25	170	27	85	81
ARHGEF26	22	18	0	51
ARHGEF26-AS1	0	1	0	11
ARHGEF28	0	1	0	0
ARHGEF3	200	65	27	38
ARHGEF3-AS1	0	0	0	0
ARHGEF33	0	3	0	3
ARHGEF34P	0	0	0	0
ARHGEF35	0	0	0	0
ARHGEF37	6	0	0	1
ARHGEF38	2	0	0	0
ARHGEF38-IT1	0	0	0	0
ARHGEF39	302	178	98	82
ARHGEF4	57	3	0	20
ARHGEF40	897	279	434	335
ARHGEF5	26	1	0	1
ARHGEF6	3	7	0	21
ARHGEF7	325	165	122	172
ARHGEF7-AS1	4	5	0	0
ARHGEF7-AS2	5	0	0	1
ARHGEF9	225	126	143	78
ARHGEF9-IT1	8	2	0	0
ARID1A	530	339	377	156
ARID1B	281	115	149	140
ARID2	203	91	173	120
ARID3A	355	140	63	46
ARID3B	75	31	0	24
ARID3C	0	0	0	0
ARID4A	798	526	138	262
ARID4B	1303	926	379	338
ARID5A	74	18	79	36
ARID5B	297	121	733	38
ARIH1	230	132	111	63
ARIH2	674	292	351	156
ARIH2OS	1	1	0	0
ARL1	334	161	292	117
ARL10	50	5	0	10
ARL11	1	0	0	0
ARL13A	0	0	0	0
ARL13B	121	36	68	57
ARL14	1	0	1	0
ARL14EP	411	141	172	61
ARL14EPL	0	0	0	0
ARL15	6	4	0	0
ARL16	73	12	63	2
ARL17A	2	0	0	0
ARL17B	0	0	0	0
ARL2	626	211	205	102
ARL2-SNX15	55	4	27	7
ARL2BP	144	94	46	90
ARL3	760	538	132	183
ARL4A	109	63	38	27
ARL4C	1175	457	269	176
ARL4D	173	67	128	23
ARL5A	208	109	40	139
ARL5B	28	26	46	9
ARL5C	0	0	0	0
ARL6	17	3	0	3
ARL6IP1	490	227	232	99
ARL6IP4	1041	353	543	384
ARL6IP5	415	184	514	237
ARL6IP6	28	9	10	10
ARL8A	697	172	295	126
ARL8B	268	107	320	114
ARL9	4	1	0	0
ARMC1	896	549	118	247
ARMC10	66	23	81	27
ARMC12	1	0	0	0
ARMC2	0	8	0	0
ARMC2-AS1	0	0	0	0
ARMC3	11	0	0	3
ARMC4	7	3	0	32
ARMC5	138	54	43	25
ARMC6	152	41	13	72
ARMC7	152	76	266	71
ARMC8	127	83	100	38
ARMC9	58	30	29	13
ARMCX1	158	104	110	89
ARMCX2	264	62	372	132
ARMCX3	800	531	721	295
ARMCX4	164	116	43	44
ARMCX5	105	34	11	36
ARMCX5-GPRASP2	186	83	44	127
ARMCX6	10	2	1	9
ARMS2	0	0	0	0
ARMT1	14	5	1	15
ARNT	157	113	86	62
ARNT2	172	107	176	103
ARNTL	14	13	70	9
ARNTL2	7	8	23	10
ARNTL2-AS1	0	0	0	0
ARPC1A	236	44	40	18
ARPC1B	212	20	187	96
ARPC2	3000	755	2920	926
ARPC3	328	86	385	68
ARPC4	1108	293	1047	363
ARPC4-TTLL3	53	54	0	21
ARPC5	528	98	313	96
ARPC5L	342	60	370	91
ARPIN	41	15	76	27
ARPP19	628	348	341	223
ARPP21	54	19	0	54
ARR3	6	2	0	12
ARRB1	94	10	152	53
ARRB2	164	57	2	43
ARRDC1	59	21	0	35
ARRDC1-AS1	72	27	13	37
ARRDC2	8	3	51	0
ARRDC3	937	662	510	350
ARRDC3-AS1	3	0	0	2
ARRDC4	326	120	99	26
ARRDC5	2	0	0	0
ARSA	107	53	69	24
ARSB	22	5	2	20
ARSD	176	36	84	97
ARSE	17	0	1	4
ARSF	1	0	0	0
ARSG	15	3	0	0
ARSH	0	0	0	0
ARSI	34	0	0	16
ARSJ	88	16	297	10
ARSK	27	12	11	5
ART1	0	0	0	0
ART3	0	0	0	0
ART4	5	2	0	0
ART5	30	3	1	20
ARTN	1	0	0	7
ARV1	27	16	50	9
ARVCF	75	19	81	7
ARX	3	1	0	1
AS3MT	65	58	1	17
ASAH1	191	48	115	65
ASAH2	0	0	0	0
ASAH2B	0	0	0	0
ASAP1	239	71	293	147
ASAP1-IT1	56	14	0	18
ASAP1-IT2	23	11	0	0
ASAP2	95	28	67	23
ASAP3	43	52	26	48
ASB1	702	424	193	135
ASB10	0	0	0	0
ASB11	0	4	0	1
ASB12	0	0	0	0
ASB13	9	1	0	31
ASB14	163	93	0	46
ASB15	1	2	0	0
ASB16	4	6	0	0
ASB16-AS1	51	10	0	0
ASB17	0	0	0	0
ASB18	0	0	0	0
ASB2	0	0	0	6
ASB3	485	346	266	289
ASB4	0	0	0	0
ASB5	0	0	0	0
ASB6	966	423	229	139
ASB7	84	44	72	36
ASB8	108	61	21	42
ASB9	0	0	0	14
ASB9P1	0	0	0	0
ASCC1	152	64	178	28
ASCC2	99	22	30	4
ASCC3	593	193	758	88
ASCL1	213	368	0	16
ASCL2	13	5	0	23
ASCL3	0	0	0	0
ASCL4	0	0	0	0
ASCL5	3	0	0	0
ASF1A	303	90	50	14
ASF1B	25	3	54	5
ASGR1	54	14	58	7
ASGR2	0	1	1	0
ASH1L	1254	682	421	301
ASH1L-AS1	71	23	1	8
ASH2L	87	14	128	19
ASIC1	204	108	1	89
ASIC2	9	4	0	32
ASIC3	5	3	0	1
ASIC4	77	27	0	4
ASIC5	0	0	0	0
ASIP	12	6	0	0
ASL	35	24	0	3
ASMT	268	169	28	25
ASMTL	59	34	2	62
ASMTL-AS1	19	10	13	9
ASNA1	315	93	144	52
ASNS	742	387	18	143
ASNSD1	149	80	194	96
ASPA	0	0	0	0
ASPDH	0	0	0	0
ASPG	0	0	0	0
ASPH	409	101	429	132
ASPHD1	239	84	55	40
ASPHD2	79	42	72	53
ASPM	61	61	98	73
ASPN	209	52	319	250
ASPRV1	6	1	61	3
ASPSCR1	58	28	23	17
ASRGL1	81	76	1	13
ASS1	77	34	4	44
ASTE1	20	6	31	7
ASTL	0	0	0	0
ASTN1	17	11	0	35
ASTN2	42	27	91	31
ASTN2-AS1	7	5	0	3
ASUN	119	26	49	38
ASXL1	468	166	92	121
ASXL2	144	81	81	58
ASXL3	473	256	97	433
ASZ1	0	0	0	0
ATAD1	448	321	186	80
ATAD2	203	79	113	90
ATAD2B	381	243	137	113
ATAD3A	291	85	64	74
ATAD3B	136	89	84	32
ATAD3C	14	7	1	13
ATAD5	252	99	76	95
ATAT1	287	196	54	42
ATCAY	628	451	2	108
ATE1	114	103	1	24
ATE1-AS1	20	0	77	33
ATF1	72	13	9	19
ATF2	92	87	0	59
ATF3	180	74	121	21
ATF4	3431	2160	1592	843
ATF5	527	358	131	118
ATF6	153	110	121	99
ATF6B	66	37	1	30
ATF7	81	27	157	36
ATF7IP	699	335	208	119
ATF7IP2	56	16	0	8
ATG10	79	14	110	49
ATG101	255	85	164	45
ATG12	659	275	252	212
ATG13	58	23	46	27
ATG14	148	47	110	30
ATG16L1	71	8	72	40
ATG16L2	60	18	1	11
ATG2A	109	40	91	24
ATG2B	39	23	93	26
ATG3	211	74	181	39
ATG4A	108	41	0	12
ATG4B	818	465	237	150
ATG4C	41	25	3	9
ATG4D	95	46	3	46
ATG5	68	25	235	28
ATG7	202	66	171	108
ATG9A	397	205	175	169
ATG9B	6	2	0	3
ATHL1	18	10	1	10
ATIC	182	45	80	50
ATL1	143	69	2	110
ATL2	150	62	5	25
ATL3	137	32	267	61
ATM	115	91	144	114
ATMIN	417	172	55	210
ATN1	206	120	28	112
ATOH1	0	0	0	0
ATOH7	1	0	0	0
ATOH8	13	2	0	38
ATOX1	1011	259	503	285
ATP10A	1	0	2	0
ATP10B	0	0	0	5
ATP10D	44	12	7	23
ATP11A	30	21	30	20
ATP11A-AS1	2	6	0	1
ATP11AUN	0	0	0	0
ATP11B	69	17	184	10
ATP11C	197	68	166	53
ATP12A	9	11	0	0
ATP13A1	43	12	26	16
ATP13A2	99	89	1	75
ATP13A3	212	228	79	73
ATP13A4	8	0	0	14
ATP13A4-AS1	0	0	0	0
ATP13A5	5	0	0	0
ATP13A5-AS1	0	0	0	0
ATP1A1	878	516	998	337
ATP1A1-AS1	187	106	606	114
ATP1A2	29	139	2	102
ATP1A3	129	62	0	154
ATP1A4	0	5	0	0
ATP1B1	669	700	303	439
ATP1B2	129	200	0	60
ATP1B3	622	282	226	128
ATP1B4	7	0	0	0
ATP2A1	48	47	153	43
ATP2A1-AS1	31	11	45	17
ATP2A2	448	163	468	138
ATP2A3	26	12	0	1
ATP2B1	809	396	430	357
ATP2B2	13	40	0	24
ATP2B2-IT2	0	0	0	0
ATP2B3	41	27	0	52
ATP2B4	436	347	633	358
ATP2C1	232	43	158	83
ATP2C2	17	15	1	23
ATP4A	1	8	0	0
ATP4B	7	4	0	0
ATP5A1	1094	578	1103	488
ATP5B	1267	438	1147	167
ATP5C1	175	35	260	68
ATP5D	206	48	19	58
ATP5E	2347	948	1664	564
ATP5EP2	73	30	123	40
ATP5F1	153	68	418	61
ATP5G1	1222	549	400	408
ATP5G2	1187	744	1260	400
ATP5G3	1292	381	1531	347
ATP5H	311	132	84	155
ATP5I	1810	624	1252	623
ATP5J	533	158	781	203
ATP5J2	435	147	305	224
ATP5J2-PTCD1	961	448	621	142
ATP5L	3443	1982	2545	1066
ATP5L2	32	26	1	29
ATP5O	1865	560	1136	340
ATP5S	83	26	0	27
ATP5SL	91	46	82	54
ATP6AP1	1589	1105	494	496
ATP6AP1L	41	29	0	18
ATP6AP2	2678	1237	1595	726
ATP6V0A1	538	392	187	143
ATP6V0A2	103	69	36	32
ATP6V0A4	0	0	0	0
ATP6V0B	1047	299	395	260
ATP6V0C	4809	2080	1976	1372
ATP6V0CP3	0	0	0	0
ATP6V0D1	346	80	31	112
ATP6V0D2	9	0	0	10
ATP6V0E1	608	233	730	111
ATP6V0E2	657	208	62	401
ATP6V0E2-AS1	33	0	0	10
ATP6V1A	495	535	226	181
ATP6V1B1	1	1	0	1
ATP6V1B1-AS1	20	4	0	0
ATP6V1B2	738	191	268	101
ATP6V1C1	102	38	89	72
ATP6V1C2	631	294	1249	189
ATP6V1D	362	151	178	117
ATP6V1E1	336	122	261	122
ATP6V1E2	7	5	0	16
ATP6V1F	1194	595	443	253
ATP6V1G1	1048	432	1049	271
ATP6V1G2	79	35	0	46
ATP6V1G2-DDX39B	250	166	296	108
ATP6V1G3	0	0	0	0
ATP6V1H	58	44	43	37
ATP7A	49	24	64	26
ATP7B	10	15	0	16
ATP8A1	20	16	1	23
ATP8A2	24	11	0	41
ATP8B1	4	8	1	14
ATP8B2	192	96	75	32
ATP8B3	5	3	0	0
ATP8B4	0	0	0	2
ATP8B5P	9	3	1	10
ATP9A	932	387	156	396
ATP9B	126	61	53	37
ATPAF1	77	18	103	15
ATPAF2	70	28	79	17
ATPIF1	1681	615	898	630
ATR	93	42	154	65
ATRAID	69	45	113	48
ATRIP	60	11	73	1
ATRN	85	50	173	71
ATRNL1	30	4	144	53
ATRX	1723	619	1121	931
ATXN1	123	50	108	120
ATXN10	507	280	437	281
ATXN1L	33	4	91	1
ATXN2	476	362	388	208
ATXN2L	129	47	127	60
ATXN3	159	104	1	32
ATXN3L	0	0	0	0
ATXN7	175	91	28	22
ATXN7L1	63	32	46	42
ATXN7L2	13	4	0	4
ATXN7L3	797	293	314	238
ATXN7L3B	831	236	411	299
ATXN8OS	0	4	0	0
AUH	6	6	0	0
AUNIP	43	12	1	11
AUP1	1421	500	482	241
AURKA	26	20	2	15
AURKAIP1	586	300	476	165
AURKAPS1	15	16	0	15
AURKB	70	61	57	38
AURKC	8	9	0	0
AUTS2	945	412	116	837
AVEN	21	15	1	43
AVIL	12	2	28	19
AVL9	158	58	206	53
AVP	0	2	0	0
AVPI1	16	15	0	0
AVPR1A	12	0	2	0
AVPR1B	0	0	0	0
AVPR2	0	0	0	0
AWAT1	0	0	0	0
AWAT2	0	0	0	0
AXDND1	4	5	0	0
AXIN1	90	28	44	23
AXIN2	363	118	23	8
AXL	217	28	453	58
AZGP1	7	1	0	4
AZGP1P1	0	0	0	0
AZI2	244	96	150	116
AZIN1	324	174	301	135
AZIN1-AS1	2	6	0	2
AZIN2	21	0	2	3
AZU1	1	6	0	13
B2M	1178	560	760	372
B3GALNT1	84	19	72	42
B3GALNT2	165	41	135	38
B3GALT1	0	0	0	0
B3GALT2	120	19	176	74
B3GALT4	42	7	0	0
B3GALT5	0	0	0	0
B3GALT5-AS1	0	0	0	1
B3GALT6	222	35	204	70
B3GAT1	134	50	0	46
B3GAT2	44	25	1	48
B3GAT3	379	113	161	72
B3GLCT	21	8	0	13
B3GNT2	64	63	0	10
B3GNT3	0	0	0	0
B3GNT4	2	0	0	10
B3GNT5	88	23	49	28
B3GNT6	0	0	0	0
B3GNT7	0	0	1	0
B3GNT8	15	9	0	0
B3GNT9	74	22	54	5
B3GNTL1	7	1	0	3
B4GALNT1	85	9	0	16
B4GALNT2	0	0	0	0
B4GALNT3	10	0	0	0
B4GALNT4	164	72	72	36
B4GALT1	122	14	639	79
B4GALT1-AS1	1	0	0	0
B4GALT2	1474	572	682	253
B4GALT3	793	523	382	140
B4GALT4	28	5	18	7
B4GALT4-AS1	1	0	0	0
B4GALT5	394	186	161	149
B4GALT6	14	2	55	8
B4GALT7	172	65	187	29
B4GAT1	940	795	47	391
B9D1	6	10	0	6
B9D2	97	18	1	10
BAALC	254	95	45	97
BAALC-AS1	0	0	0	0
BAALC-AS2	4	1	0	0
BAAT	9	0	2	0
BABAM1	212	63	199	59
BACE1	385	228	186	158
BACE1-AS	8	0	0	5
BACE2	107	14	143	81
BACH1	119	79	259	55
BACH1-IT2	2	1	0	4
BACH2	240	84	119	137
BAD	173	52	111	98
BAG1	300	162	71	90
BAG2	18	2	45	17
BAG3	62	26	71	14
BAG4	105	63	47	18
BAG5	607	398	341	110
BAG6	239	71	178	54
BAGE	0	0	0	0
BAGE2	0	0	0	0
BAGE3	0	0	0	0
BAGE4	0	0	0	0
BAGE5	0	0	0	0
BAHCC1	46	33	53	64
BAHD1	74	33	32	13
BAIAP2	316	226	121	132
BAIAP2-AS1	180	12	32	50
BAIAP2L1	65	13	46	0
BAIAP2L2	7	0	0	2
BAIAP3	407	112	190	130
BAK1	118	33	84	14
BAMBI	29	5	96	25
BANCR	4	3	0	0
BANF1	97	44	58	21
BANF2	0	0	0	0
BANK1	1	0	0	0
BANP	92	29	1	19
BAP1	430	116	107	76
BARD1	123	83	195	90
BARHL1	12	3	0	0
BARHL2	0	0	0	0
BARX1	0	0	0	0
BARX2	39	17	22	18
BASP1	9102	4035	2186	2095
BASP1P1	6	4	0	0
BATF	0	0	0	0
BATF2	2	0	0	0
BATF3	13	2	0	1
BAX	1219	601	316	91
BAZ1A	510	202	295	56
BAZ1B	1212	580	430	281
BAZ2A	416	395	185	110
BAZ2B	1379	1277	231	624
BBC3	1436	635	964	47
BBIP1	90	48	48	82
BBOX1	7	0	0	2
BBOX1-AS1	11	0	0	1
BBS1	32	6	0	10
BBS10	11	2	0	19
BBS12	13	2	58	0
BBS2	57	15	1	16
BBS4	184	65	79	41
BBS5	5	11	0	12
BBS7	173	82	0	32
BBS9	15	1	0	5
BBX	584	466	405	314
BCAM	20	14	31	36
BCAN	18	9	0	15
BCAP29	108	61	301	92
BCAP31	367	104	120	54
BCAR1	163	44	176	13
BCAR3	57	38	0	6
BCAR4	1	0	0	0
BCAS1	27	8	2	11
BCAS2	140	54	76	18
BCAS3	17	44	1	52
BCAS4	207	155	86	28
BCAT1	595	156	751	326
BCAT2	27	7	27	11
BCCIP	1545	553	407	230
BCDIN3D	34	5	21	6
BCDIN3D-AS1	14	8	0	0
BCHE	16	5	0	21
BCKDHA	271	200	33	116
BCKDHB	14	0	0	14
BCKDK	119	26	27	50
BCL10	58	42	72	17
BCL11A	488	300	103	104
BCL11B	173	47	0	119
BCL2	66	26	71	26
BCL2A1	1	0	27	0
BCL2L1	714	292	194	146
BCL2L10	0	2	0	0
BCL2L11	42	7	18	25
BCL2L12	275	167	372	94
BCL2L13	182	104	44	35
BCL2L14	1	0	0	0
BCL2L15	29	3	0	7
BCL2L2	18	12	14	19
BCL2L2-PABPN1	1265	418	654	314
BCL3	153	44	11	58
BCL6	80	24	253	33
BCL6B	13	2	0	0
BCL7A	693	476	177	85
BCL7B	47	36	26	21
BCL7C	132	53	201	24
BCL9	253	98	100	67
BCL9L	653	295	392	224
BCLAF1	986	422	608	338
BCO1	21	1	28	2
BCO2	7	0	0	10
BCOR	140	39	121	71
BCORL1	175	148	0	24
BCORP1	2	1	0	2
BCR	78	37	1	35
BCRP2	0	0	0	0
BCRP3	1	0	0	1
BCS1L	82	21	68	20
BCYRN1	1	5	0	0
BDH1	7	4	0	10
BDH2	38	2	51	1
BDKRB1	4	2	0	16
BDKRB2	9	3	15	0
BDNF	62	10	192	4
BDNF-AS	30	2	8	6
BDP1	1719	930	543	493
BEAN1	0	1	0	5
BEAN1-AS1	3	2	0	0
BECN1	160	61	214	71
BECN2	0	0	0	0
BEGAIN	71	14	179	23
BEND2	0	0	0	0
BEND3	32	29	18	8
BEND3P3	3	6	64	8
BEND4	61	15	0	7
BEND5	98	47	0	30
BEND6	12	8	0	26
BEND7	95	80	1	41
BEST1	112	85	167	23
BEST2	1	0	0	0
BEST3	0	2	0	17
BEST4	2	9	0	0
BET1	13	33	10	2
BET1L	128	49	547	45
BEX1	1160	464	57	306
BEX2	400	98	111	143
BEX4	490	178	283	161
BEX5	329	207	0	263
BFAR	171	90	48	66
BFSP1	10	0	21	10
BFSP2	0	0	0	0
BGLAP	9	5	0	13
BGLT3	0	0	0	0
BGN	2158	545	3636	582
BHLHA15	0	0	1	0
BHLHA9	0	0	0	0
BHLHB9	58	20	0	43
BHLHE22	13	27	21	7
BHLHE23	0	0	0	0
BHLHE40	26	17	0	1
BHLHE40-AS1	5	1	0	2
BHLHE41	19	0	0	10
BHMG1	0	0	0	0
BHMT	0	0	0	0
BHMT2	0	0	0	0
BICC1	150	16	161	78
BICD1	246	127	10	138
BICD2	262	187	236	83
BID	49	30	14	25
BIK	14	22	0	6
BIN1	130	53	104	59
BIN2	1	3	0	0
BIN3	190	99	203	49
BIN3-IT1	5	25	0	0
BIRC2	316	158	759	94
BIRC3	8	0	1	1
BIRC5	51	15	1	42
BIRC6	401	353	144	160
BIRC6-AS2	0	2	0	0
BIRC7	4	0	0	0
BIRC8	0	0	0	0
BISPR	0	5	0	0
BIVM	145	33	204	59
BIVM-ERCC5	314	157	332	83
BLACAT1	42	8	0	0
BLACE	0	0	0	0
BLCAP	571	161	272	209
BLID	0	0	0	1
BLK	0	0	0	0
BLM	55	14	31	21
BLMH	521	251	284	227
BLNK	15	0	0	0
BLOC1S1	119	65	53	53
BLOC1S1-RDH5	35	3	28	2
BLOC1S2	801	203	729	45
BLOC1S3	79	29	0	15
BLOC1S4	114	15	61	27
BLOC1S5	71	33	103	16
BLOC1S5-TXNDC5	90	17	246	41
BLOC1S6	408	150	106	91
BLVRA	146	30	188	65
BLVRB	696	457	278	81
BLZF1	110	98	27	17
BMF	9	4	15	51
BMI1	150	51	63	35
BMP1	223	36	359	47
BMP10	0	0	0	0
BMP15	0	0	0	0
BMP2	38	4	3	8
BMP2K	47	32	65	6
BMP3	0	0	0	17
BMP4	23	5	304	28
BMP5	33	14	54	34
BMP6	63	9	170	39
BMP7	9	24	0	45
BMP7-AS1	0	0	0	0
BMP8A	6	16	5	15
BMP8B	2	3	0	0
BMPER	10	0	9	40
BMPR1A	8	2	0	17
BMPR1B	1	30	65	6
BMPR1B-AS1	0	1	0	0
BMPR2	600	178	535	297
BMS1	688	262	749	119
BMS1P17	0	0	0	0
BMS1P18	0	0	0	0
BMS1P20	191	86	73	41
BMS1P21	18	4	0	5
BMS1P4	105	57	1	12
BMS1P5	2	5	0	0
BMS1P6	0	3	0	0
BMX	3	1	0	0
BNC1	3	0	0	0
BNC2	156	27	198	364
BNIP1	39	36	114	17
BNIP2	126	52	36	26
BNIP3	128	36	152	29
BNIP3L	189	128	203	97
BNIPL	12	10	0	1
BOC	121	63	457	432
BOD1	375	131	523	98
BOD1L1	1413	852	441	403
BOD1L2	0	0	0	0
BOK	140	45	37	14
BOK-AS1	0	0	0	0
BOLA1	29	14	0	5
BOLA2	0	0	0	0
BOLA2B	0	0	0	0
BOLA3	120	9	97	25
BOLA3-AS1	129	53	12	70
BOLL	17	6	0	0
BOP1	797	232	359	209
BORA	16	19	15	14
BPESC1	0	0	0	0
BPGM	75	22	96	12
BPHL	68	29	22	48
BPI	0	0	0	3
BPIFA1	0	0	0	0
BPIFA2	0	0	0	0
BPIFA3	0	0	0	0
BPIFA4P	0	0	0	0
BPIFB1	0	0	0	0
BPIFB2	0	0	0	0
BPIFB3	0	0	0	0
BPIFB4	0	0	0	0
BPIFB6	0	0	0	0
BPIFC	0	0	0	0
BPNT1	31	6	0	10
BPTF	2202	923	1077	717
BPY2	0	0	0	0
BPY2B	0	0	0	0
BPY2C	0	0	0	0
BRAF	26	21	0	11
BRAP	172	178	82	25
BRAT1	78	11	21	29
BRCA1	80	23	25	29
BRCA2	36	32	21	17
BRCAT107	0	0	0	0
BRCAT54	2	0	0	1
BRCC3	67	20	72	18
BRD1	168	55	1	28
BRD2	3120	990	989	381
BRD3	1278	496	343	488
BRD4	899	661	229	280
BRD7	798	373	224	188
BRD7P3	2	0	0	0
BRD8	369	160	300	106
BRD9	1213	678	273	250
BRDT	0	0	0	0
BRDTP1	0	0	0	0
BRE	28	9	11	30
BRE-AS1	26	0	0	0
BREA2	10	3	0	0
BRF1	457	163	188	170
BRF2	204	20	79	60
BRI3	342	140	200	109
BRI3BP	41	19	0	3
BRICD5	376	207	191	68
BRINP1	38	15	0	86
BRINP2	373	4	0	7
BRINP3	9	7	0	4
BRIP1	42	2	0	8
BRIX1	288	154	107	41
BRK1	499	156	540	159
BRMS1	123	58	226	20
BRMS1L	200	84	23	52
BROX	86	29	124	29
BRPF1	579	329	65	139
BRPF3	94	16	34	12
BRS3	0	0	0	2
BRSK1	383	151	19	42
BRSK2	445	226	0	57
BRWD1	424	327	486	177
BRWD1-AS1	8	0	0	4
BRWD1-IT2	5	4	0	0
BRWD3	267	101	4	43
BSCL2	1387	1280	121	569
BSDC1	120	79	19	52
BSG	292	95	91	36
BSN	99	46	1	66
BSN-AS2	5	0	0	6
BSND	0	0	0	0
BSPH1	0	0	0	0
BSPRY	0	0	0	4
BST1	10	0	0	0
BST2	39	15	4	12
BSX	0	0	0	0
BTAF1	274	282	259	75
BTBD1	39	1	29	14
BTBD10	246	79	120	27
BTBD11	16	5	0	27
BTBD16	0	0	0	0
BTBD17	49	77	2	46
BTBD18	3	0	0	0
BTBD19	0	0	0	0
BTBD2	118	72	197	106
BTBD3	107	74	94	110
BTBD6	70	5	81	26
BTBD7	596	186	198	160
BTBD8	4	1	0	0
BTBD9	107	42	1	52
BTC	0	0	47	0
BTD	3	19	53	12
BTF3	1264	628	845	556
BTF3L4	153	52	82	28
BTF3P11	0	0	0	0
BTG1	2107	1579	1499	715
BTG2	236	78	318	17
BTG3	429	394	152	90
BTG4	7	0	0	2
BTK	1	0	0	0
BTLA	5	2	0	0
BTN1A1	2	0	0	0
BTN2A1	153	81	6	70
BTN2A2	12	23	0	11
BTN2A3P	18	8	0	0
BTN3A1	36	35	0	19
BTN3A2	2	0	0	13
BTN3A3	8	9	0	26
BTNL10	0	0	0	0
BTNL2	0	0	0	0
BTNL3	0	0	0	0
BTNL8	2	0	0	0
BTNL9	6	8	9	0
