sensory_water_1	sensory_50uM_OXL_	sensory_water_2
ARHGEF38-IT1	0	0	0
ARHGEF39	163	86	166
ARHGEF4	17	14	22
ARHGEF40	372	445	386
ARHGEF5	15	4	20
ARHGEF6	0	5	13
ARHGEF7	43	97	155
ARHGEF7-AS1	0	0	0
ARHGEF7-AS2	18	1	3
ARHGEF9	31	73	49
ARHGEF9-IT1	0	7	0
ARID1A	159	146	254
ARID1B	143	142	129
ARID2	112	174	103
ARID3A	265	149	96
ARID3B	76	10	8
ARID3C	0	0	0
ARID4A	124	185	189
ARID4B	477	279	189
ARID5A	45	29	22
ARID5B	93	151	70
ARIH1	85	48	77
ARIH2	125	273	220
ARIH2OS	0	8	0
ARL1	28	174	212
ARL10	0	6	26
ARL11	0	10	0
ARL13A	0	0	1
ARL13B	35	79	50
ARL14	1	0	1
ARL14EP	75	97	93
ARL14EPL	0	0	0
ARL15	0	7	2
ARL16	0	14	7
ARL17A	17	0	0
ARL17B	0	0	0
ARL2	113	181	193
ARL2-SNX15	0	16	12
ARL2BP	82	95	99
ARL3	116	152	130
ARL4A	13	61	10
ARL4C	9	136	125
ARL4D	11	39	20
ARL5A	53	88	116
ARL5B	4	16	0
ARL5C	0	0	0
ARL6	0	23	3
ARL6IP1	42	113	173
ARL6IP4	351	504	467
ARL6IP5	133	136	272
ARL6IP6	0	10	6
ARL8A	28	182	266
ARL8B	11	133	119
ARL9	0	0	0
ARMC1	406	308	428
ARMC10	8	17	28
ARMC12	0	0	0
ARMC2	0	4	2
ARMC2-AS1	0	0	0
ARMC3	12	7	37
ARMC4	1	7	9
ARMC5	17	21	37
ARMC6	28	50	26
ARMC7	41	34	29
ARMC8	56	54	18
ARMC9	21	26	32
ARMCX1	0	30	82
ARMCX2	48	158	111
ARMCX3	137	326	439
ARMCX4	6	43	69
ARMCX5	40	54	40
ARMCX5-GPRASP2	32	98	85
ARMCX6	0	0	0
ARMS2	0	0	0
ARMT1	11	21	3
ARNT	71	141	115
ARNT2	18	55	81
ARNTL	1	12	7
ARNTL2	0	4	3
ARNTL2-AS1	0	0	0
ARPC1A	32	92	48
ARPC1B	45	82	100
ARPC2	961	1119	858
ARPC3	2	78	127
ARPC4	398	384	622
ARPC4-TTLL3	2	23	23
ARPC5	47	147	148
ARPC5L	15	68	73
ARPIN	16	52	45
ARPP19	216	203	156
ARPP21	35	53	28
ARR3	0	0	0
ARRB1	6	57	95
ARRB2	9	26	38
ARRDC1	16	27	23
ARRDC1-AS1	19	68	33
ARRDC2	0	1	1
ARRDC3	135	420	677
ARRDC3-AS1	0	1	0
ARRDC4	4	23	24
ARRDC5	0	0	0
ARSA	26	48	28
ARSB	2	15	22
ARSD	46	64	96
ARSE	8	14	0
ARSF	14	0	1
ARSG	0	0	13
ARSH	0	0	0
ARSI	1	16	13
ARSJ	29	2	38
ARSK	1	10	6
ART1	0	1	0
ART3	0	0	0
ART4	0	0	0
ART5	9	46	7
ARTN	0	7	0
ARV1	9	21	18
ARVCF	0	14	1
ARX	0	6	0
AS3MT	10	39	9
ASAH1	26	25	61
ASAH2	0	0	0
ASAH2B	0	0	0
ASAP1	13	103	167
ASAP1-IT1	0	20	21
ASAP1-IT2	1	4	2
ASAP2	76	30	55
ASAP3	25	60	55
ASB1	496	232	154
ASB10	0	0	0
ASB11	1	0	1
ASB12	0	0	3
ASB13	15	9	7
ASB14	53	39	35
ASB15	0	4	0
ASB16	0	3	0
ASB16-AS1	13	34	2
ASB17	0	0	8
ASB18	0	1	0
ASB2	13	0	1
ASB3	279	244	282
ASB4	0	0	0
ASB5	0	11	0
ASB6	300	206	283
ASB7	34	12	27
ASB8	0	8	19
ASB9	0	0	0
ASB9P1	0	0	0
ASCC1	5	37	46
ASCC2	0	20	20
ASCC3	122	198	80
ASCL1	0	19	2
ASCL2	15	13	30
ASCL3	0	0	0
ASCL4	0	8	0
ASCL5	0	0	1
ASF1A	96	102	55
ASF1B	0	4	15
ASGR1	0	4	14
ASGR2	1	0	0
ASH1L	232	355	211
ASH1L-AS1	2	30	9
ASH2L	10	21	27
ASIC1	0	57	94
ASIC2	0	0	0
ASIC3	1	2	0
ASIC4	0	0	3
ASIC5	0	0	0
ASIP	1	0	0
ASL	8	13	9
ASMT	78	55	12
ASMTL	12	30	9
ASMTL-AS1	0	11	16
ASNA1	75	54	83
ASNS	63	106	237
ASNSD1	45	19	85
ASPA	35	0	1
ASPDH	0	0	0
ASPG	0	0	0
ASPH	115	131	192
ASPHD1	42	40	70
ASPHD2	10	9	50
ASPM	83	83	189
ASPN	23	120	157
ASPRV1	0	19	6
ASPSCR1	16	16	44
ASRGL1	8	18	25
ASS1	35	194	239
ASTE1	0	6	9
ASTL	0	0	0
ASTN1	0	17	32
ASTN2	39	36	61
ASTN2-AS1	0	20	6
ASUN	31	27	32
ASXL1	253	187	165
ASXL2	65	35	70
ASXL3	261	369	387
ASZ1	1	0	0
ATAD1	87	63	142
ATAD2	95	106	122
ATAD2B	100	102	95
ATAD3A	83	65	132
ATAD3B	4	26	47
ATAD3C	14	0	4
ATAD5	79	69	51
ATAT1	9	23	47
ATCAY	90	160	110
ATE1	34	42	66
ATE1-AS1	4	9	32
ATF1	21	57	23
ATF2	29	10	31
ATF3	45	15	16
ATF4	777	733	1076
ATF5	144	156	172
ATF6	53	50	118
ATF6B	4	51	111
ATF7	88	103	45
ATF7IP	69	83	145
ATF7IP2	1	32	31
ATG10	94	50	66
ATG101	3	69	50
ATG12	91	116	180
ATG13	26	46	50
ATG14	35	87	39
ATG16L1	2	40	17
ATG16L2	2	34	40
ATG2A	78	75	103
ATG2B	37	41	39
ATG3	24	24	56
ATG4A	12	28	25
ATG4B	99	133	211
ATG4C	6	0	27
ATG4D	43	40	45
ATG5	12	39	17
ATG7	83	144	190
ATG9A	161	200	145
ATG9B	0	1	0
ATHL1	2	11	11
ATIC	35	109	129
ATL1	20	32	52
ATL2	38	28	25
ATL3	126	78	90
ATM	118	152	74
ATMIN	144	208	163
ATN1	21	66	64
ATOH1	0	0	0
ATOH7	0	0	1
ATOH8	7	72	74
ATOX1	270	347	359
ATP10A	0	0	2
ATP10B	13	6	0
ATP10D	10	8	16
ATP11A	0	5	21
ATP11A-AS1	0	11	3
ATP11AUN	0	0	0
ATP11B	2	29	40
ATP11C	83	117	70
ATP12A	0	9	20
ATP13A1	13	16	4
ATP13A2	37	27	57
ATP13A3	48	104	86
ATP13A4	19	0	0
ATP13A4-AS1	0	0	0
ATP13A5	0	11	0
ATP13A5-AS1	0	0	0
ATP1A1	234	358	375
ATP1A1-AS1	14	142	86
ATP1A2	54	28	41
ATP1A3	27	15	7
ATP1A4	8	0	0
ATP1B1	73	167	155
ATP1B2	19	45	64
ATP1B3	186	75	142
ATP1B4	0	2	0
ATP2A1	19	26	5
ATP2A1-AS1	16	22	8
ATP2A2	74	208	150
ATP2A3	1	1	2
ATP2B1	247	175	258
ATP2B2	21	43	37
ATP2B2-IT2	0	0	0
ATP2B3	0	16	16
ATP2B4	102	513	479
ATP2C1	39	76	73
ATP2C2	8	19	1
ATP4A	0	0	0
ATP4B	0	0	0
ATP5A1	405	231	512
ATP5B	36	228	406
ATP5C1	1	35	43
ATP5D	13	77	95
ATP5E	246	578	756
ATP5EP2	16	14	27
ATP5F1	24	46	124
ATP5G1	362	429	387
ATP5G2	183	361	645
ATP5G3	92	417	495
ATP5H	117	58	126
ATP5I	621	591	628
ATP5J	116	119	286
ATP5J2	144	222	250
ATP5J2-PTCD1	177	200	209
ATP5L	833	1174	1510
ATP5L2	22	6	25
ATP5O	67	396	549
ATP5S	0	9	13
ATP5SL	21	22	18
ATP6AP1	331	412	537
ATP6AP1L	5	17	41
ATP6AP2	654	817	847
ATP6V0A1	64	137	171
ATP6V0A2	17	29	16
ATP6V0A4	20	11	16
ATP6V0B	117	300	232
ATP6V0C	1044	1467	1646
ATP6V0CP3	0	0	0
ATP6V0D1	76	198	81
ATP6V0D2	0	12	0
ATP6V0E1	57	261	305
ATP6V0E2	84	240	317
ATP6V0E2-AS1	0	20	6
ATP6V1A	42	101	194
ATP6V1B1	2	0	0
ATP6V1B1-AS1	9	21	0
ATP6V1B2	4	203	168
ATP6V1C1	16	20	51
ATP6V1C2	42	219	419
ATP6V1D	32	127	76
ATP6V1E1	39	132	95
ATP6V1E2	0	10	2
ATP6V1F	178	246	250
ATP6V1G1	178	262	402
ATP6V1G2	0	10	38
ATP6V1G2-DDX39B	23	82	64
ATP6V1G3	0	3	0
ATP6V1H	13	40	48
ATP7A	32	43	20
ATP7B	5	9	15
ATP8A1	18	40	62
ATP8A2	16	12	5
ATP8B1	2	35	18
ATP8B2	49	59	55
ATP8B3	0	9	0
ATP8B4	0	13	0
ATP8B5P	1	11	3
ATP9A	193	365	301
ATP9B	70	103	56
ATPAF1	46	42	63
ATPAF2	2	14	43
ATPIF1	152	567	606
ATR	54	39	47
ATRAID	10	37	71
ATRIP	12	5	5
ATRN	18	69	18
ATRNL1	8	8	61
ATRX	452	716	638
ATXN1	85	105	111
ATXN10	147	135	248
ATXN1L	0	6	7
ATXN2	130	261	261
ATXN2L	33	91	42
ATXN3	4	122	91
ATXN3L	0	16	0
ATXN7	14	49	42
ATXN7L1	26	33	48
ATXN7L2	12	0	3
ATXN7L3	220	232	217
ATXN7L3B	80	222	268
ATXN8OS	0	0	0
AUH	1	6	1
AUNIP	31	12	9
AUP1	456	331	435
AURKA	11	34	30
AURKAIP1	223	236	218
AURKAPS1	7	15	2
AURKB	51	45	108
AURKC	11	0	1
AUTS2	972	921	942
AVEN	29	52	25
AVIL	2	11	3
AVL9	32	69	30
AVP	0	0	0
AVPI1	0	15	0
AVPR1A	0	8	10
AVPR1B	0	5	0
AVPR2	0	0	0
AWAT1	0	0	0
AWAT2	0	0	0
AXDND1	1	0	0
AXIN1	9	16	34
AXIN2	199	71	29
AXL	38	130	28
AZGP1	5	20	14
AZGP1P1	0	0	0
AZI2	83	155	93
AZIN1	88	69	111
AZIN1-AS1	0	3	0
AZIN2	1	5	24
AZU1	0	0	0
B2M	117	306	590
B3GALNT1	31	73	71
B3GALNT2	34	50	38
B3GALT1	0	0	0
B3GALT2	25	30	24
B3GALT4	1	0	0
B3GALT5	0	0	0
B3GALT5-AS1	1	0	0
B3GALT6	34	90	83
B3GAT1	0	31	31
B3GAT2	19	61	12
B3GAT3	36	96	78
B3GLCT	10	43	30
B3GNT2	21	15	33
B3GNT3	16	0	0
B3GNT4	0	0	0
B3GNT5	20	40	7
B3GNT6	0	0	0
B3GNT7	0	5	12
B3GNT8	0	7	2
B3GNT9	4	35	25
B3GNTL1	1	0	11
B4GALNT1	2	17	13
B4GALNT2	0	0	0
B4GALNT3	0	0	2
B4GALNT4	29	45	115
B4GALT1	86	136	126
B4GALT1-AS1	0	6	0
B4GALT2	504	530	411
B4GALT3	134	195	147
B4GALT4	1	26	3
B4GALT4-AS1	0	0	0
B4GALT5	169	133	170
B4GALT6	1	2	10
B4GALT7	25	39	81
B4GAT1	396	426	522
B9D1	2	20	38
B9D2	35	38	33
BAALC	0	7	14
BAALC-AS1	0	0	0
BAALC-AS2	0	0	2
BAAT	28	0	2
BABAM1	7	86	70
BACE1	52	121	146
BACE1-AS	0	0	1
BACE2	70	83	123
BACH1	17	37	49
BACH1-IT2	0	0	0
BACH2	78	66	61
BAD	40	34	87
BAG1	87	121	55
BAG2	3	0	2
BAG3	17	25	28
BAG4	75	12	30
BAG5	138	107	136
BAG6	28	93	154
BAGE	0	0	0
BAGE2	0	0	0
BAGE3	0	0	0
BAGE4	0	0	0
BAGE5	0	0	0
BAHCC1	45	32	66
BAHD1	0	37	11
BAIAP2	48	121	113
BAIAP2-AS1	68	96	92
BAIAP2L1	3	38	9
BAIAP2L2	0	0	0
BAIAP3	87	134	224
BAK1	12	64	18
BAMBI	3	25	28
BANCR	0	10	0
BANF1	6	65	26
BANF2	0	0	0
BANK1	0	0	0
BANP	4	44	89
BAP1	66	117	118
BARD1	39	79	98
BARHL1	0	0	1
BARHL2	0	6	0
BARX1	0	11	2
BARX2	0	7	30
BASP1	3064	1958	1365
BASP1P1	0	4	0
BATF	0	0	0
BATF2	0	0	0
BATF3	0	0	0
BAX	266	611	144
BAZ1A	170	77	54
BAZ1B	319	349	263
BAZ2A	163	107	111
BAZ2B	410	482	481
BBC3	5	602	95
BBIP1	50	77	64
BBOX1	3	0	0
BBOX1-AS1	0	36	1
BBS1	0	14	20
BBS10	0	3	4
BBS12	12	10	18
BBS2	0	24	21
BBS4	57	40	74
BBS5	20	32	7
BBS7	9	12	32
BBS9	0	2	19
BBX	235	356	438
BCAM	41	5	21
BCAN	23	1	9
BCAP29	85	74	96
BCAP31	36	88	132
BCAR1	9	37	61
BCAR3	2	35	25
BCAR4	0	0	0
BCAS1	35	26	1
BCAS2	10	44	17
BCAS3	16	2	55
BCAS4	40	73	51
BCAT1	30	200	370
BCAT2	3	14	19
BCCIP	546	463	412
BCDIN3D	3	8	2
BCDIN3D-AS1	38	30	16
BCHE	27	23	35
BCKDHA	105	104	61
BCKDHB	6	9	3
BCKDK	25	31	75
BCL10	38	71	17
BCL11A	34	143	157
BCL11B	155	134	167
BCL2	19	65	38
BCL2A1	0	0	1
BCL2L1	297	230	212
BCL2L10	0	0	0
BCL2L11	102	21	15
BCL2L12	103	182	166
BCL2L13	5	36	49
BCL2L14	0	0	0
BCL2L15	0	1	2
BCL2L2	2	0	0
BCL2L2-PABPN1	215	426	414
BCL3	39	53	18
BCL6	41	45	30
BCL6B	0	0	1
BCL7A	100	240	137
BCL7B	9	12	33
BCL7C	24	65	65
BCL9	82	110	48
BCL9L	305	310	350
BCLAF1	391	427	346
BCO1	24	0	6
BCO2	0	14	11
BCOR	8	30	62
BCORL1	0	54	44
BCORP1	0	0	0
BCR	8	70	34
BCRP2	0	0	0
BCRP3	0	0	0
BCS1L	71	57	27
BCYRN1	0	0	0
BDH1	0	0	13
BDH2	0	6	33
BDKRB1	15	55	44
BDKRB2	0	2	0
BDNF	0	5	21
BDNF-AS	0	15	20
BDP1	264	522	254
BEAN1	0	0	15
BEAN1-AS1	0	0	0
BECN1	23	84	72
BECN2	0	0	0
BEGAIN	1	27	50
BEND2	2	37	0
BEND3	0	11	3
BEND3P3	0	0	0
BEND4	0	15	1
BEND5	48	64	43
BEND6	0	11	18
BEND7	1	3	12
BEST1	0	39	34
BEST2	0	0	1
BEST3	0	0	5
BEST4	3	1	0
BET1	2	4	40
BET1L	6	44	60
BEX1	34	256	237
BEX2	7	79	137
BEX4	60	219	179
BEX5	60	85	135
BFAR	50	25	34
BFSP1	9	13	10
BFSP2	1	0	0
BGLAP	2	17	14
BGLT3	0	0	0
BGN	332	1033	765
BHLHA15	0	0	0
BHLHA9	0	0	0
BHLHB9	0	43	6
BHLHE22	0	0	8
BHLHE23	0	0	0
BHLHE40	1	3	1
BHLHE40-AS1	0	0	0
BHLHE41	11	7	9
BHMG1	3	0	0
BHMT	0	0	0
BHMT2	0	0	0
BICC1	50	94	94
BICD1	130	131	157
BICD2	64	87	64
BID	0	51	23
BIK	0	17	2
BIN1	42	98	141
BIN2	0	0	0
BIN3	50	24	84
BIN3-IT1	0	20	27
BIRC2	10	94	152
BIRC3	3	2	13
BIRC5	37	13	90
BIRC6	165	252	170
BIRC6-AS2	0	0	3
BIRC7	0	7	10
BIRC8	0	4	0
BISPR	0	26	24
BIVM	5	68	85
BIVM-ERCC5	30	135	108
BLACAT1	0	0	7
BLACE	0	0	0
BLCAP	19	220	211
BLID	0	0	0
BLK	0	0	0
BLM	94	6	23
BLMH	195	169	333
BLNK	0	9	1
BLOC1S1	47	58	74
BLOC1S1-RDH5	12	23	7
BLOC1S2	11	192	94
BLOC1S3	23	13	32
BLOC1S4	0	32	35
BLOC1S5	11	32	34
BLOC1S5-TXNDC5	21	15	70
BLOC1S6	30	139	109
BLVRA	18	5	27
BLVRB	109	168	153
BLZF1	0	11	16
BMF	3	37	35
BMI1	46	36	28
BMP1	106	153	101
BMP10	0	0	0
BMP15	0	0	0
BMP2	44	35	25
BMP2K	13	22	13
BMP3	0	25	5
BMP4	13	26	27
BMP5	2	23	32
BMP6	3	15	36
BMP7	26	64	60
BMP7-AS1	0	0	0
BMP8A	2	15	13
BMP8B	4	0	7
BMPER	14	23	20
BMPR1A	0	6	0
BMPR1B	9	3	14
BMPR1B-AS1	0	4	2
BMPR2	94	278	341
BMS1	138	164	162
BMS1P17	0	0	0
BMS1P18	0	0	0
BMS1P20	10	53	45
BMS1P21	0	12	9
BMS1P4	45	27	31
BMS1P5	0	10	0
BMS1P6	0	0	9
BMX	0	0	0
BNC1	0	0	0
BNC2	292	409	475
BNIP1	5	18	18
BNIP2	17	31	27
BNIP3	10	26	11
BNIP3L	38	87	159
BNIPL	0	4	2
BOC	85	410	801
BOD1	23	93	235
BOD1L1	290	542	364
BOD1L2	5	0	0
BOK	1	64	59
BOK-AS1	0	0	0
BOLA1	1	26	15
BOLA2	0	0	1
BOLA2B	0	0	1
BOLA3	2	7	24
BOLA3-AS1	15	57	21
BOLL	0	0	0
BOP1	301	235	164
BORA	0	5	7
BPESC1	0	8	9
BPGM	1	16	25
BPHL	0	0	34
BPI	0	1	0
BPIFA1	0	0	0
BPIFA2	0	0	0
BPIFA3	0	0	0
BPIFA4P	0	0	0
BPIFB1	0	1	0
BPIFB2	0	0	0
BPIFB3	0	0	0
BPIFB4	0	0	0
BPIFB6	0	0	0
BPIFC	0	0	12
BPNT1	2	22	11
BPTF	706	626	702
BPY2	0	0	0
BPY2B	0	0	0
BPY2C	0	0	0
BRAF	2	36	14
BRAP	114	69	10
BRAT1	4	48	35
BRCA1	18	47	61
BRCA2	35	29	40
BRCAT107	0	0	0
BRCAT54	0	0	2
BRCC3	25	71	38
BRD1	49	82	47
BRD2	253	559	298
BRD3	430	748	796
BRD4	380	421	311
BRD7	377	222	228
BRD7P3	2	1	0
BRD8	152	187	181
BRD9	384	343	268
BRDT	0	8	0
BRDTP1	1	0	0
BRE	2	16	30
BRE-AS1	0	0	2
BREA2	0	6	0
BRF1	172	164	117
BRF2	23	66	139
BRI3	51	67	75
BRI3BP	0	0	0
BRICD5	210	127	75
BRINP1	30	58	52
BRINP2	0	12	5
BRINP3	0	0	3
BRIP1	22	36	49
BRIX1	111	60	80
BRK1	42	194	276
BRMS1	17	46	42
BRMS1L	20	132	54
BROX	9	41	40
BRPF1	67	145	121
BRPF3	47	23	8
BRS3	0	0	1
BRSK1	63	89	59
BRSK2	2	14	58
BRWD1	136	108	186
BRWD1-AS1	0	0	0
BRWD1-IT2	0	0	0
BRWD3	54	61	89
BSCL2	154	379	485
BSDC1	61	33	92
BSG	18	52	67
BSN	3	15	19
BSN-AS2	0	0	0
BSND	0	0	0
BSPH1	0	0	0
BSPRY	1	0	1
BST1	0	0	1
BST2	6	12	21
BSX	0	0	0
BTAF1	61	77	41
BTBD1	7	23	8
BTBD10	51	20	34
BTBD11	1	3	7
BTBD16	0	0	12
BTBD17	1	7	74
BTBD18	16	0	2
BTBD19	0	0	3
BTBD2	8	52	132
BTBD3	43	65	98
BTBD6	2	39	58
BTBD7	84	202	175
BTBD8	0	0	0
BTBD9	209	49	67
BTC	0	0	1
BTD	11	7	8
BTF3	407	406	529
BTF3L4	37	30	39
BTF3P11	0	0	0
BTG1	605	1890	1284
BTG2	2	122	45
BTG3	38	28	56
BTG4	0	4	1
BTK	0	3	0
BTLA	0	46	40
BTN1A1	0	0	0
BTN2A1	42	83	15
BTN2A2	0	29	12
BTN2A3P	15	63	45
BTN3A1	0	36	49
BTN3A2	1	35	8
BTN3A3	29	2	14
BTNL10	0	0	0
BTNL2	9	0	2
BTNL3	0	0	0
BTNL8	7	0	0
BTNL9	0	2	4
BTRC	13	66	83
BUB1	53	34	34
BUB1B	40	45	33
BUB3	67	107	185
BUD13	57	71	43
BUD31	154	173	205
BVES	0	1	8
BVES-AS1	0	0	0
BYSL	45	60	27
BZRAP1	0	9	11
BZRAP1-AS1	44	21	20
BZW1	56	148	192
BZW2	106	101	203
C10orf10	0	0	13
C10orf105	0	0	0
C10orf107	0	0	0
C10orf11	0	0	1
C10orf111	23	0	0
C10orf113	0	0	0
C10orf12	12	15	18
C10orf120	0	0	0
C10orf126	0	0	8
C10orf128	0	0	0
C10orf131	0	6	0
C10orf142	0	0	0
C10orf2	8	18	18
C10orf25	0	11	0
C10orf32	7	9	22
C10orf32-ASMT	10	39	9
C10orf35	0	11	15
C10orf53	0	0	2
C10orf54	0	0	0
C10orf55	0	0	3
C10orf62	0	0	0
C10orf67	7	0	8
C10orf71	0	0	0
C10orf71-AS1	0	0	0
C10orf76	59	60	74
C10orf82	38	0	0
C10orf88	13	30	10
C10orf90	0	0	20
C10orf91	0	0	0
C10orf95	0	32	2
C10orf99	0	0	0
C11orf1	0	18	2
C11orf16	1	1	5
C11orf21	0	0	0
C11orf24	56	35	63
C11orf30	54	24	26
C11orf31	28	154	161
C11orf39	0	0	0
C11orf40	0	7	16
C11orf42	0	0	0
C11orf44	7	0	0
C11orf45	0	0	0
C11orf49	40	102	129
C11orf52	0	1	1
C11orf53	0	0	0
C11orf54	17	16	22
C11orf57	112	87	114
C11orf58	197	498	455
C11orf63	0	8	11
C11orf65	7	0	0
C11orf68	41	91	63
C11orf70	0	0	0
C11orf71	1	13	17
C11orf72	0	0	0
C11orf73	3	25	18
C11orf74	28	65	57
C11orf80	69	25	0
C11orf84	1	33	14
C11orf85	0	21	13
C11orf86	0	0	0
C11orf87	0	20	15
C11orf88	4	0	0
C11orf91	0	1	0
C11orf94	0	0	0
C11orf95	354	297	255
C11orf96	11	18	22
C11orf97	0	0	0
C11orf98	74	118	51
C12orf10	67	55	95
C12orf29	1	12	11
C12orf4	67	109	89
C12orf40	0	0	0
C12orf42	0	0	0
C12orf43	63	31	61
C12orf45	35	22	42
C12orf49	237	96	110
C12orf50	0	0	0
C12orf54	0	0	0
C12orf56	0	0	0
C12orf57	213	273	587
C12orf60	0	0	0
C12orf65	1	18	31
C12orf66	0	21	3
C12orf71	1	0	1
C12orf73	9	30	18
C12orf74	0	0	0
C12orf75	5	29	69
C12orf76	1	11	13
C12orf77	0	0	0
C12orf79	1	6	0
C12orf80	0	18	0
C14orf1	15	97	97
C14orf105	0	0	10
C14orf119	74	79	69
C14orf132	40	107	55
C14orf142	0	0	17
C14orf159	3	47	19
C14orf166	213	258	456
C14orf169	45	142	96
C14orf177	0	0	0
C14orf178	5	3	0
C14orf180	0	0	0
C14orf2	1921	1252	1215
C14orf28	8	0	6
C14orf37	120	32	85
C14orf39	0	1	5
C14orf79	0	0	0
C14orf80	13	38	71
C14orf93	2	8	24
C15orf26	0	0	0
C15orf27	0	1	6
C15orf32	0	0	0
C15orf38-AP3S2	53	116	76
C15orf39	20	48	63
C15orf40	0	1	4
C15orf41	1	6	14
C15orf43	0	0	0
C15orf48	0	0	0
C15orf52	1	2	9
C15orf53	0	0	0
C15orf54	0	0	0
C15orf56	0	0	0
C15orf57	34	13	66
C15orf59	0	6	0
C15orf59-AS1	0	0	0
C15orf61	9	14	28
C15orf62	0	1	0
C15orf65	0	5	0
C16orf13	92	55	150
C16orf45	97	54	61
C16orf46	0	1	2
C16orf47	22	0	11
C16orf52	92	181	146
C16orf54	11	15	0
C16orf58	9	61	40
C16orf59	1	6	11
C16orf62	21	105	53
C16orf70	4	55	27
C16orf71	4	12	0
C16orf72	0	82	31
C16orf74	0	0	1
C16orf78	0	5	6
C16orf82	29	16	0
C16orf86	0	0	0
C16orf87	25	30	18
C16orf89	0	1	11
C16orf90	0	0	0
C16orf91	0	3	6
C16orf92	146	157	97
C16orf93	0	17	3
C16orf95	9	8	25
C16orf96	0	0	0
C16orf97	6	0	0
C17orf100	0	0	5
C17orf102	0	21	0
C17orf104	0	11	0
C17orf105	0	0	0
C17orf107	0	0	0
C17orf112	0	0	0
C17orf47	0	0	0
C17orf49	40	63	115
C17orf50	0	0	0
C17orf51	0	0	0
C17orf53	1	7	22
C17orf58	24	59	41
C17orf59	50	34	28
C17orf62	96	108	119
C17orf64	0	0	0
C17orf67	30	4	16
C17orf74	0	0	0
C17orf75	0	24	25
C17orf77	0	5	0
C17orf78	0	0	0
C17orf80	17	48	26
C17orf82	0	0	0
C17orf85	307	151	183
C17orf89	260	886	586
C17orf96	1	1	8
C17orf97	6	14	8
C17orf98	0	0	1
C17orf99	4	26	7
C18orf21	2	14	14
C18orf25	12	24	24
C18orf32	82	77	105
C18orf42	0	0	0
C18orf54	19	2	16
C18orf61	13	0	1
C18orf63	0	0	0
C18orf65	0	0	0
C18orf8	0	28	4
C19orf12	124	79	82
C19orf18	0	3	1
C19orf24	116	85	53
C19orf25	125	152	145
C19orf33	0	4	13
C19orf35	31	16	1
C19orf38	28	9	0
C19orf43	213	228	248
C19orf44	21	21	39
C19orf45	0	0	0
C19orf47	48	97	135
C19orf48	45	32	83
C19orf52	0	14	9
C19orf53	188	320	209
C19orf54	2	29	12
C19orf57	0	0	18
C19orf60	48	127	215
C19orf66	5	75	60
C19orf67	0	33	13
C19orf68	50	85	34
C19orf70	57	61	91
C19orf71	0	0	0
C19orf73	14	9	48
C19orf80	0	0	0
C19orf81	0	0	2
C19orf84	1	0	0
C1D	0	12	10
C1GALT1	0	37	114
C1GALT1C1	0	6	7
C1GALT1C1L	0	0	0
C1orf100	0	0	0
C1orf101	0	0	14
C1orf105	0	0	0
C1orf106	0	0	0
C1orf109	0	34	1
C1orf110	0	0	0
C1orf111	0	0	0
C1orf112	3	6	21
C1orf115	0	20	24
C1orf116	1	3	1
C1orf122	55	140	254
C1orf123	25	62	64
C1orf127	0	0	0
C1orf131	25	35	40
C1orf137	0	0	0
C1orf140	0	6	0
C1orf141	0	0	5
C1orf145	3	10	0
C1orf146	0	16	3
C1orf158	1	0	0
C1orf159	105	17	18
C1orf162	0	0	0
C1orf167	0	0	0
C1orf168	2	0	6
C1orf174	0	3	1
C1orf177	0	0	0
C1orf185	0	0	0
C1orf186	0	1	0
C1orf189	0	0	6
C1orf194	0	0	8
C1orf195	0	1	0
C1orf198	18	74	115
C1orf204	1	12	4
C1orf21	47	60	112
C1orf210	0	0	0
C1orf216	20	42	47
C1orf220	0	1	5
C1orf226	16	0	9
C1orf228	0	16	0
C1orf229	1	8	1
C1orf233	11	51	44
C1orf234	0	6	0
C1orf27	179	162	92
C1orf35	123	153	210
C1orf43	43	71	123
C1orf50	18	27	0
C1orf52	56	59	64
C1orf53	0	0	1
C1orf54	6	71	167
C1orf56	11	40	95
C1orf61	0	3	0
C1orf64	0	0	0
C1orf68	0	0	0
C1orf74	4	12	17
C1orf87	19	59	8
C1orf94	24	0	0
C1orf95	18	1	0
C1QA	0	2	0
C1QB	1	1	0
C1QBP	31	80	77
C1QC	0	0	0
C1QL1	0	17	25
C1QL2	0	0	0
C1QL3	0	0	9
C1QL4	0	17	11
C1QTNF1	6	2	15
C1QTNF1-AS1	0	0	0
C1QTNF2	82	35	55
C1QTNF3	23	1	3
C1QTNF3-AMACR	48	7	14
C1QTNF4	2	13	4
C1QTNF5	1	5	23
C1QTNF6	42	19	37
C1QTNF7	92	6	17
C1QTNF8	0	0	0
C1QTNF9	0	0	0
C1QTNF9B	0	0	0
C1QTNF9B-AS1	0	0	0
C1R	19	43	53
C1RL	5	10	17
C1RL-AS1	0	0	1
C1S	2	45	47
C2	0	0	0
C2-AS1	0	1	0
C20orf141	0	0	0
C20orf144	0	0	0
C20orf166-AS1	30	43	39
C20orf173	0	5	16
C20orf194	37	96	149
C20orf195	0	0	2
C20orf196	11	14	4
C20orf197	0	0	0
C20orf202	0	0	0
C20orf203	1	32	2
C20orf24	7	57	68
C20orf27	88	134	172
C20orf62	0	0	0
C20orf78	0	0	0
